id,num_of_pic,price,brand,model,title,year,km,steering_side,region_specs,location,location_cleaned
19584,18,195000,Mercedes-Benz,A200,"Brand New Mercedes A200 Full Option, 5 Years Agency Warranty, GCC",2024,10,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
19585,8,24800,Mercedes-Benz,C-Class Coupe,Mercedes C250 Coupe in perfect running condition,2012,181000,Left Hand,American Specs,"Jumeirah Village Circle (JVC), Dubai",Dubai
19586,12,389000,Mercedes-Benz,GLE-Class,2021 GLE63S Gcc Specs (Gargash),2021,59000,Left Hand,GCC Specs,"Jumeirah Park, Dubai",Dubai
19587,9,67000,Mercedes-Benz,C-Class,C400 2015 -- 2020 full option,2015,154000,Left Hand,Canadian Specs,"Al Khaledia Suburb, Sharjah",Sharjah
19588,13,81999,Mercedes-Benz,C-Class,Cleanest C63 in the town (collection car),2010,68000,Left Hand,Japanese Specs,"Za'abeel, Dubai",Dubai
19589,7,65000,Mercedes-Benz,A-Class,Mercedes Benz A220,2019,71000,Left Hand,European Specs,"Business Bay, Dubai",Dubai
19590,11,17500,Mercedes-Benz,E-Class,MERCEDES BENZ E320 JAPAN IMPORT,2002,103000,Left Hand,Japanese Specs,"Al Sajaa, Sharjah",Sharjah
19591,20,260000,Mercedes-Benz,S-Class,MERCEDES S560 MODEL 2019 KM 50000 NO ACCIDENT NO PAINT FULL OPTION,2019,50000,Left Hand,Korean Specs,"Ras Al Khor, Dubai",Dubai
19592,14,449000,Mercedes-Benz,S-Class,MERCEDES S580 MODEL 2022 NO ACCIDENT OR PAINT,2022,36000,Left Hand,European Specs,"Ras Al Khor, Dubai",Dubai
19593,18,170000,Mercedes-Benz,GLE-Class,MERCEDES GLE43 Biturbo AMG 2017 MODEL - FRESH JAPAN IMPORT,2017,34138,Left Hand,Japanese Specs,"Ras Al Khor, Dubai",Dubai
19594,20,245000,Mercedes-Benz,S-Class,Mercedes-Benz | S560 4MATIC | 2018 | Japanese Specs | Clean Title | Grade 4.5B | Fresh imported,2018,29000,Left Hand,Japanese Specs,"Dubai Marina, Dubai",Dubai
19595,13,135000,Mercedes-Benz,CLA,MERCEDES CLA 250 MODEL 2020 NO ACCIDENT OR PAINT,2020,98000,Left Hand,Japanese Specs,"Dubai Marina, Dubai",Dubai
19596,18,95000,Mercedes-Benz,C-Class Coupe,Mercedes-Benz C300 Coupe 2019,2019,69000,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
19597,16,185000,Mercedes-Benz,G-Class,MERCEDES G63 MODEL 2015 KM 165000 GCC NO ACCIDENT OR PAINT,2015,165000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
19598,17,160000,Mercedes-Benz,S-Class,â€¢Mercedes Benz S550L PREMIUM Limited EDITION // CLEAN TITLE // JAPANESE SPECS,2015,38301,Left Hand,Japanese Specs,"Dubai Marina, Dubai",Dubai
19599,14,97000,Mercedes-Benz,A200,Mercedes A220 Kit A45 AMG 2020,2020,107000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19600,9,79000,Mercedes-Benz,E-Class,Ù…Ø±Ø³ÙŠØ¯Ø³ E300 Ø®Ù„ÙŠØ¬ÙŠ Ù…ÙˆØ¯ÙŠÙ„ 2016 ØŒ ØµØ¨ØºØ© ÙˆÙƒØ§Ù„Ø©ØŒ ÙˆØ¨Ø­Ø§Ù„Ø© Ø§Ù„ÙˆÙƒØ§Ù„Ø© ÙƒØ§Ù…Ù„ØŒ Ø§Ø³ØªØ®Ø¯Ø§Ù… Ø´Ø®ØµÙŠ .,2016,164000,Left Hand,GCC Specs,"Al Mushrif, Abu Dhabi",Abu Dhabi
19601,8,46500,Mercedes-Benz,GLK-Class,GLK 250,2015,115000,Left Hand,GCC Specs,"The Greens, Dubai",Dubai
19602,13,204000,Mercedes-Benz,GLE Coupe,Merceds - GLE 43 AMG 2017 - Original Paint - Immaculate Condition,2017,32000,Left Hand,Japanese Specs,"Sheikh Zayed Road, Dubai",Dubai
19603,11,89000,Mercedes-Benz,A-Class,Mercedes Benz A220 2022 Full Options,2022,32000,Left Hand,Other,Dubai,Dubai
19604,12,599000,Mercedes-Benz,S-Class,Own,2023,180,Left Hand,European Specs,"Nad Al Sheba, Dubai",Dubai
19605,18,178000,Mercedes-Benz,C-Class,Mercedes C300-2022 AMG package -2 yees warranty,2022,10000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19606,12,99000,Mercedes-Benz,S-Class,2016 Mercedes S550,2016,67000,Left Hand,American Specs,"Al Nahda (Sharjah), Sharjah",Sharjah
19607,12,94000,Mercedes-Benz,S-Class,2015 Mercedes S550,2015,68000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19608,18,102000,Mercedes-Benz,S-Class,2016 Mercedes S550,2016,83000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19609,10,97000,Mercedes-Benz,E-Class,2019 Mercedes E300,2019,28000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19610,10,77000,Mercedes-Benz,E-Class,2017 Mercedes E300,2017,94000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19611,20,118000,Mercedes-Benz,GLC,Mercedes GLC300-2021-AMG package-2yers warranty,2021,44000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19612,18,519000,Mercedes-Benz,V-Class,"2024 Mercedes Benz V250 V-Line Design, Warranty, Full Mercedes Service History, Fully Loaded, GCC",2024,13351,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
19613,12,95000,Mercedes-Benz,E-Class,2017 Mercedes Benz E 200 Full options Gcc specs fuel economy,2017,113060,Left Hand,GCC Specs,"Muhaisnah, Dubai",Dubai
19614,12,30000,Mercedes-Benz,SEL-Class,Mercedes 560SEL 30000AED,1990,204818,Left Hand,American Specs,Abu Dhabi,Abu Dhabi
19615,20,760000,Mercedes-Benz,G-Class,G 63**2021**BRABUS EDITION NEAT AND CLEAN LESS KM,2021,18800,Left Hand,European Specs,"Ras Al Khor, Dubai",Dubai
19616,19,168000,Mercedes-Benz,C-Class,Mercedes C300-2023-2 yeras warranty,2023,2300,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19617,9,124000,Mercedes-Benz,GLB,Mercedes Benz GLB 250 2021 Model Original Paint No Accident,2021,11000,Left Hand,American Specs,"Al Wasl, Dubai",Dubai
19618,10,78000,Mercedes-Benz,E-Class,Mercedes E -300 for sale,2016,122000,Left Hand,GCC Specs,Dubai,Dubai
19619,20,147000,Mercedes-Benz,GLC,Mercedes GLC300-2022-AMG package-5 camera-2yers warranty,2022,26000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19620,20,115000,Mercedes-Benz,GLB,Mercedes GLB250-2021-5camera-7 seats-2years warranty,2021,80000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
19621,16,79500,Mercedes-Benz,GL-Class,Single Owner Mercedes GL500 for Sale,2014,79292,Left Hand,GCC Specs,"Dubai Airport Freezone (DAFZA), Dubai",Dubai
19622,20,230000,Mercedes-Benz,S-Class,**2018**S 560 GCC SPEC NEAT AND CLEAN,2018,66000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
19623,7,235000,Mercedes-Benz,GLE-Class,Beautiful Gle450 black edition,2020,59000,Left Hand,Canadian Specs,"Dubai Marina, Dubai",Dubai
19624,9,600000,Mercedes-Benz,G-Class,!! 2016 !! MERCEDES-BENZ // G63 AMG // 2 DOOR // SPEICIAL EDITION,2016,4000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
19625,13,142000,Mercedes-Benz,GLE Coupe,2018 - GLE43 AMG - DESIGNO PACKAGE,2018,180000,Left Hand,GCC Specs,"Al Khawaneej, Dubai",Dubai
19626,7,25000,Mercedes-Benz,C-Class,Mercedes C 200 for sale,2011,94000,Left Hand,GCC Specs,"Hamdan Street, Abu Dhabi",Abu Dhabi
19627,13,85000,Mercedes-Benz,C-Class,Mercedes C300,2020,25000,Left Hand,American Specs,"Jebel Ali, Dubai",Dubai
19628,2,135000,Mercedes-Benz,CLA,Ù…Ø±Ø³ÙŠØ¯Ø³ cla 250,2022,32000,Left Hand,American Specs,Dubai,Dubai
19629,15,150000,Mercedes-Benz,A200,"2021 Mercedes Benz A200, Mercedes Warranty, Full Mercedes Service History, GCC",2021,68000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
19630,15,99000,Mercedes-Benz,E-Class,Mercedes Benz E 450 2019 upgraded to E53 American specs,2019,54000,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
19631,13,1200000,Mercedes-Benz,V-Class,2023 VIP MERCEDES V250 - 2 Years Warranty from Mercedes Dealer (Abu Dhabi - Dubai),2024,0,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
19632,18,45000,Mercedes-Benz,GL-Class,Mercedes GL 450 full option in perfect condition.original paint.clean title,2013,230000,Left Hand,American Specs,Dubai,Dubai
19633,20,24000,Mercedes-Benz,C-Class,Abu Dhabi,2010,380000,Left Hand,GCC Specs,"Al Musalla, Abu Dhabi",Abu Dhabi
