id,num_of_pic,price,brand,model,title,year,km,steering_side,region_specs,location,location_cleaned
138,14,53000,Ford,Explorer,Explorer XLT 2019 super clean,2019,80000,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
139,15,155000,Ford,Explorer,22 EXPLOER ST-LINE,2022,28000,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
140,10,59500,Ford,Mustang,Ford Mustang 2018/Convertable/Premium/Ecoboost/Warranty,2018,85000,Left Hand,American Specs,"Al Barsha, Dubai",Dubai
141,20,89000,Ford,Mustang,Manual Gear ..mustang GT 2018 ..GCC..low mileage,2018,70000,Left Hand,GCC Specs,"Al Safa, Dubai",Dubai
142,20,74000,Ford,Explorer,Ford Explorer Limited | GCC | 3.5L | 7 seats | Full Agency service | Sunroof | 3 keys,2017,100000,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
143,13,60000,Ford,Explorer,AED1112/month | 2016 Ford Explorer XLT 3.5L | Full Ford Service History | Service | GCC | Ref#173005,2016,174681,Left Hand,GCC Specs,"Al Garhoud, Dubai",Dubai
144,13,163900,Ford,Mustang,Inspected Car | 2018 Ford Mustang Shelby GT 350 5.2L | Full Ford Service History | GCC | Ref#177581,2018,95427,Left Hand,GCC Specs,"Nad Al Sheba, Dubai",Dubai
145,14,23000,Ford,Fusion,Inspected Car | 2016 Ford Fusion 2.5L | GCC Specifications | Ref#179254,2016,176328,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
146,13,124000,Ford,F-Series Pickup,AED1884/month | 2020 Ford F-150 XL 5.0L | GCC Specifications | Ref#168983,2020,49754,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
147,15,55000,Ford,Mustang,AED1325/month | 2015 Ford Mustang Ecoboost 2.3L | GCC Specifications | Ref#169545,2015,129359,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
148,17,198200,Ford,Bronco,AED3011/month | 2021 Ford Bronco Wildtrak 2.7L | GCC Specifications | Ref#167788,2021,30535,Left Hand,GCC Specs,"Nad Al Sheba, Dubai",Dubai
149,13,88500,Ford,Explorer,AED1345/month | 2019 Ford Explorer XLT 3.5L | GCC Specifications | Ref#166793,2019,99206,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
150,13,65900,Ford,Edge,AED1001/month | 2018 Ford Edge SEL 2.0L | Warranty | Service | GCC Specifications | Ref#164235,2018,63543,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
151,12,28000,Ford,Edge,AED985/month | 2014 Ford Edge SE 3.5L | GCC Specifications | Ref#156999,2014,120793,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
152,12,159900,Ford,Bronco,AED2429/month | 2021 Ford Bronco Big Bend 2.3L | GCC Specifications | Ref#152991,2021,42728,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
153,13,115000,Ford,Mustang,2022 FORD MUSTANG ECOBOOST PREMIUM CONVERTIBLE 2.3L TWIN TURBO/,2022,53000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
154,13,137000,Ford,Mustang,2022 FORD MUSTANG GT PREMIUM 5.0L V8/ DIGITAL CLUSTER/ ORIGINAL AIRBAGS/,2022,19000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
155,10,95000,Ford,Mustang,2020 FORD MUSTANG GT 5.0L V8 MANUAL GEARBOX,2020,41000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
156,19,319000,Ford,Mustang,FORD MUSTANG SHELBY GT500 2022 GCC FHS WITH FREE SERVICE AND WARRANTY,2022,5500,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
157,16,29999,Ford,Focus,2017 Ford Focus 1.5L Ecoboost - GCC Specs - Clean Title,2017,105000,Left Hand,GCC Specs,"Jumeirah Village Triangle (JVT), Dubai",Dubai
158,6,58000,Ford,Edge,Ford edge titanium with full service history,2017,159430,Left Hand,GCC Specs,"Industrial Area, Sharjah",Sharjah
159,6,75000,Ford,Mustang,FORD MUSTANG ECOBOOST CONVERTIBLE,2021,54000,Left Hand,American Specs,"Remraam, Dubai",Dubai
160,19,120000,Ford,F-Series Pickup,"2009 Ford F-Series F-450 Harley-Davidson // Only 7,000 kms driven // GCC Specs",2009,7000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
161,9,156000,Ford,F-Series Pickup,Ford F-Series Pickup Raptor,2017,147000,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
162,20,99500,Ford,Edge,2021 Ford Edge SEL,2021,87500,Left Hand,GCC Specs,"Dubai Investment Park (DIP), Dubai",Dubai
163,7,111500,Ford,Explorer,FORD EXPLORER,2021,53044,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
164,10,75000,Ford,F-Series Pickup,Ø¯Ø¨ÙŠ,2018,247000,Left Hand,American Specs,Dubai,Dubai
165,6,19000,Ford,Ecosport,Ford ecosport for sell,2015,204300,Left Hand,GCC Specs,"Al Karama, Dubai",Dubai
166,12,128000,Ford,Ranger,RANGER XLT 2.0L DIESEL @ AL TAYER MOTORS PRE OWNED SHOWROOM AL QUOZE.,2023,2004,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
167,8,59000,Ford,Edge,LIKE NEW/ PANORAMIC GCC SPECS FORD EDGE 2016 TITANIUM TOP OF THE LINE // LOW MILLAGE //NO ACCIDENTS,2016,79000,Left Hand,GCC Specs,Dubai,Dubai
168,12,109000,Ford,Explorer,Ford Explorer GCC 4WD V6 3.5L Sport TOP Full service history free of accident Excellent condition.,2018,108000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
169,11,42000,Ford,Ecosport,ECOSPORT AMBIENTE @ AL TAYER MOTORS PRE OWNED COMPLEX AL QUOZE.,2019,64500,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
170,14,43000,Ford,Mustang,Ford Mustang 2016 Full Option (Ecoboost Premium 2.3L) With GT350 Sports KIT/ Tested Passed By RTA D,2016,111000,Left Hand,American Specs,"Al Warqaa, Dubai",Dubai
171,20,65000,Ford,Mustang,Ford mustang,2019,80478,Left Hand,American Specs,"Deira, Dubai",Dubai
172,13,14900,Ford,Fiesta,ZERO ACCIDENT RTA PASSED SUPER CLEAN 2015 FORD FIASTA HATCHBACK GCC AND EXCILEANT CONDITION,2015,165000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
173,14,234999,Ford,Bronco,"4,602 P.M | Bronco WILDTRAK Sasquatch | 0% Downpayment | Agency Warranty!",2022,46000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
174,17,109000,Ford,Expedition,ÙÙˆØ±Ø¯ Ø§ÙƒØ³Ø¨ÙŠØ¯Ø´Ù† Ø®Ù„ÙŠØ¬ÙŠ,2019,220000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
175,9,79000,Ford,Mustang,Ford mustang Ecobost premium,2021,52000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
176,9,65000,Ford,Mustang,Ford Mustang Ecoboost /V4/model:2019 very clean car,2019,23000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
177,17,52000,Ford,Edge,2017 Ford Edge // Amazing Condition // Very Well Maintained,2017,120000,Left Hand,GCC Specs,"Al Manara, Dubai",Dubai
178,14,230000,Ford,Pickup,FORD F-150 PLATINUM V6 3.5L,2022,0,Left Hand,Canadian Specs,"Ras Al Khor, Dubai",Dubai
179,19,297000,Ford,F-Series Pickup,2022 Ford F150 Lightning Platinum,2022,27500,Left Hand,Canadian Specs,"Dubailand, Dubai",Dubai
180,12,45900,Ford,Mustang,AED1105/month | 2015 Ford Mustang Ecoboost Premium 2.3L | GCC Specifications | Ref#167505,2015,213716,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
181,12,86000,Ford,Expedition,Inspected Car | 2018 Ford Expedition XLT 3.5L | GCC Specifications | Ref#163126,2018,156553,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
182,11,29900,Ford,Explorer,AED1052/month | 2014 Ford Explorer Base 3.5L | GCC Specifications | Ref#159548,2014,178069,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
183,13,19000,Ford,Figo,Inspected Car | 2017 Ford Figo Ambiente 1.5L | GCC Specifications | Ref#154563,2017,164727,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
184,10,37900,Ford,Explorer,AED2597/month | 2013 Ford Explorer Limited 3.5L | GCC Specifications | Ref#140906,2013,155173,Left Hand,GCC Specs,"Business Bay, Dubai",Dubai
185,13,187000,Ford,Explorer,AED2841/month | 2021 Ford Explorer ST 3.0L | Warranty | Service | GCC Specs | Ref#152640,2021,22069,Left Hand,GCC Specs,"DAMAC Hills, Dubai",Dubai
186,8,35000,Ford,Fusion,Ford Fusion 2018 low milage,2018,82400,Left Hand,American Specs,Dubai,Dubai
187,13,28585,Ford,Focus,Ford Focus ST,2014,217100,Left Hand,GCC Specs,"Al Majaz, Sharjah",Sharjah
188,16,80000,Ford,Mustang,Ford Mustang,2020,11000,Left Hand,European Specs,"Al Quoz, Dubai",Dubai
189,4,89000,Ford,F-Series Pickup,F150 V8,2018,208000,Left Hand,American Specs,Dubai,Dubai
190,9,174000,Ford,F-Series Pickup,Ford raptor supercab no accidents gcc,2018,143000,Left Hand,GCC Specs,"Al Khawaneej, Dubai",Dubai
191,16,69000,Ford,Mustang,one of a kind Coyote beast California Special,2016,112000,Left Hand,American Specs,"Meydan City, Dubai",Dubai
192,12,29500,Ford,Mustang,Sharjah - Almmzar,2014,197000,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
193,10,70000,Ford,Explorer,Ford Explorer Sport 2016 Full Option GCC,2016,98000,Left Hand,GCC Specs,"Dubai Creek Harbour, Dubai",Dubai
194,14,195000,Ford,Bronco,AED2963/month | 2021 Ford Bronco Badlands 2.7L | Full Ford Service History | GCC Specs | Ref#183727,2021,59804,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
195,6,19700,Ford,Ecosport,2015 Ford Ecosport - Titanium Full Option (GCC Spec),2015,162000,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
196,18,118000,Ford,Edge,AED1793/month | 2019 Ford Edge ST 2.7L | GCC Specifications | Ref#185069,2019,72013,Left Hand,GCC Specs,"Dubailand, Dubai",Dubai
197,14,24000,Ford,Edge,"2014 Ford Edge, SEL,AWD,Gcc",2014,198000,Left Hand,GCC Specs,"Dubai Design District, Dubai",Dubai
198,14,19500,Ford,Ecosport,2014 Ford Ecosport Titanium,2014,145000,Left Hand,GCC Specs,"Business Bay, Dubai",Dubai
199,20,68000,Ford,Edge,Ford edge sport,2017,163000,Left Hand,GCC Specs,"Al Reem Island, Abu Dhabi",Abu Dhabi
200,19,85000,Ford,Explorer,Ford explorer 2021 full option limited black edition,2021,68000,Left Hand,Canadian Specs,"Al Barsha, Dubai",Dubai
201,8,16000,Ford,Figo,Ford Figo Trend Hatchback 2015,2015,83000,Left Hand,GCC Specs,"The Springs, Dubai",Dubai
202,8,20000,Ford,Figo,Black ford figo- Lady driven,2016,124000,Left Hand,GCC Specs,"Arjan, Dubai",Dubai
203,14,799999,Ford,Mustang,1968 Ford Muêœ±tang êœ±helby | GT350 faêœ±tback | FM-1462,1968,43209,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
204,16,120000,Ford,F-Series Pickup,"Ford F150 Raptor 2017 model, Full option",2017,169000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
205,18,36000,Ford,Edge,Amazing and very clean Ford Edge GCC specs with Full Service History,2014,159000,Left Hand,GCC Specs,"Arjan, Dubai",Dubai
206,6,19000,Ford,Ecosport,"Ford Ecosport 2015 # GCC # 19,000 AED # No accident",2015,195000,Left Hand,GCC Specs,Dubai,Dubai
207,20,219000,Ford,Expedition,"2023 - Ford Expedition Limited V6 , Warranty",2023,16000,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
208,20,249999,Ford,Ranger,2024 FORD RANGER RAPTOR V6 3.0L ECOBOOST GCC 0Km With 3 Years or 100K Km Warranty,2024,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
209,20,334999,Ford,F-Series Pickup,2022 FORD F-150 RAPTOR 37 V6 3.5L ECOBOOST GCC 0Km With 3 Years or 100K Km Warranty,2022,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
210,16,199000,Ford,Pickup,F-150 Platinum - PowerBoost - Panoramic Roof - 360 Cameras - Electric Side Steps - Original Paint,2023,26000,Left Hand,Canadian Specs,"Ras Al Khor, Dubai",Dubai
211,19,169000,Ford,Pickup,Ford F-150 Lariat Hybrid-Panoramic Roof-360 Cameras-3.5 L Powerboost-Original Paint-Big Screen,2022,37000,Left Hand,Canadian Specs,"Ras Al Khor, Dubai",Dubai
212,19,169000,Ford,F-Series Pickup,F-150 Lariat Hybrid-Panoramic Roof-360 Cameras-3.5 L Powerboost-Original Paint-Big Screen,2022,37000,Left Hand,Canadian Specs,"Ras Al Khor, Dubai",Dubai
213,14,199000,Ford,F-Series Pickup,"Ford F-150 Raptor Performance - 1/2 Door - GCC - Full Service History - AED 3,795 M/P",2020,107000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
214,18,149000,Ford,Explorer,"Ford Explorer Timberline-Original Paint-Under Warranty-360 Cameras-Panoramic Roof-AED 2,842 M/P",2022,9000,Left Hand,Canadian Specs,"Dubai Marina, Dubai",Dubai
215,20,219000,Ford,F-Series Pickup,"F-150 Raptor Performance- Panoramic Roof - Original Paint - Full Service History - GCC-AED 4,177 M/P",2020,69000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
216,11,23900,Ford,Focus,2014 Ford Focus | 2.0l Titanium | GCC Specs | Mint Condition,2014,125000,Left Hand,GCC Specs,Dubai,Dubai
217,20,15000,Ford,Focus,Ford focus 2014 1.5L V4 gcc FWD 5 seats single hand used accident free good condition,2014,165211,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
218,13,25900,Ford,Edge,AED912/month | 2014 Ford Edge 3.5L | GCC Specifications | Ref#139273,2014,238592,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
219,13,26500,Ford,Fusion,AED933/month | 2014 Ford Fusion 2.5L | GCC Specifications | Ref#144418,2014,121753,Left Hand,GCC Specs,"Dubailand, Dubai",Dubai
220,12,36000,Ford,Escape,AED547/month | 2017 Ford Escape 2.5L | GCC Specifications | Ref#140495,2017,109040,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
221,13,36900,Ford,Explorer,AED913/month | 2015 Ford Explorer 3.5L | GCC Specs | Ref#141557,2015,224598,Left Hand,GCC Specs,"Arabian Ranches, Dubai",Dubai
222,11,62500,Ford,Edge,AED950/month | 2017 Ford Edge SE 2.0L | GCC Specifications | Ref#137545,2017,72824,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
223,12,65500,Ford,Edge,AED995/month | 2018 Ford Edge 2.0L | GCC Specifications | Ref#124832,2018,72095,Left Hand,GCC Specs,"Majan, Dubai",Dubai
224,11,73000,Ford,Explorer,AED1109/month | 2018 Ford Explorer Base 3.5L | Warranty | Service | GCC Specs | Ref#143630,2018,127000,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
225,14,78000,Ford,Explorer,AED1185/month | 2017 Ford Explorer Limited 3.5L | GCC Specifications | Ref#137600,2017,137622,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
226,13,83900,Ford,Edge,AED1275/month | 2017 Ford Edge Sport 2.7L | Warranty | Service | GCC Specifications | Ref#156557,2017,67395,Left Hand,GCC Specs,"Al Barsha, Dubai",Dubai
227,20,95000,Ford,Edge,AED1443/month | 2019 Ford Edge ST 2.7L | GCC Specifications | Ref#139262,2019,150437,Left Hand,GCC Specs,"DAMAC Hills, Dubai",Dubai
228,20,4750000,Ford,GT,GCC I Ford GT I Heritage Edition I Brand New,2019,60,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
229,20,179000,Ford,Bronco,BRONCO GCC V6,2021,87000,Left Hand,GCC Specs,"Al Mushrif, Abu Dhabi",Abu Dhabi
230,20,43900,Ford,Edge,GCC agency services original paint Single used,2014,130000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
231,10,24000,Ford,Focus,Gcc well maintained clean car,2015,88000,Left Hand,GCC Specs,"Deira, Dubai",Dubai
232,13,42900,Ford,Flex,AED795/month | 2016 Ford Flex SEL 3.5L | GCC Specifications | Ref#155888,2016,99188,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
233,14,73000,Ford,Mustang,2020 FORD MUSTANG ECOBOOST 2.3L TWIN TURBO/ CLEAN ONE/ ORIGINAL AIRBAGS,2020,116000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
234,13,86000,Ford,Mustang,2021 FORD MUSTANG ECOBOOST V4 2.3L TWIN TURBO/ ORIGINAL AIRBAGS/ 0 DOWN PAYMENT FINANCE,2021,48000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
235,6,52000,Ford,Mustang,Ford Mustang Well Maintained,2018,135965,Left Hand,American Specs,"Dubai Media City, Dubai",Dubai
236,6,26000,Ford,Edge,Ford Edge 2013 Limiter Edition,2013,222623,Left Hand,GCC Specs,Abu Dhabi,Abu Dhabi
237,20,30000,Ford,Ecosport,Ford Ecosport 2017 / GCC SPECS / Excellent Condition / Lady Driven /Only 102460 KM,2017,102460,Left Hand,GCC Specs,"Dubai Silicon Oasis (DSO), Dubai",Dubai
238,17,68000,Ford,Mustang,2018 ÙÙˆØ±Ø¯ Ù…ÙˆØ³ØªØ§Ù†Ø¬ Ø¹Ø¯Ø§Ø¯ Ø¯ÙŠØ¬ÙŠØªØ§Ù„ Ø¨Ø±ÙÙˆÙ…Ø§Ø³ Ø±Ù‚Ù… 1 Ø¨Ø­Ø§Ù„Ø© Ù…Ù…ØªØ§Ø²Ø© Ø¬Ø¯Ø§,2018,80000,Left Hand,American Specs,"Al Jurf, Ajman",Ajman
239,11,23000,Ford,Ecosport,Inspected Car | 2017 Ford Ecosport Titanium 1.5L | GCC Specifications | Ref#185079,2017,119261,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
240,16,185000,Ford,F-Series Pickup,Ford Raptor 4x4 Model 2018 Kilometre = 74500 Full option panoramic roof 4x4 in very good conditio,2018,74500,Left Hand,American Specs,"Falcon City of Wonders, Dubai",Dubai
241,8,96000,Ford,Territory,Ford Territory 2023 Mid Option,2023,21000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
242,17,245000,Ford,Bronco,"2022 Ford Bronco Wildtrak Sasquatch, August 2028 Ford Warranty + Service Pack, Full Options, GCC",2022,19283,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
243,6,65000,Ford,Mustang,Ford Mustang - ÙÙˆØ±Ø¯ Ù…ÙˆØ³ØªÙ†Ù‚,2020,53000,Left Hand,American Specs,"Jumeirah Beach Residence (JBR), Dubai",Dubai
244,13,28000,Ford,Focus,2017 Ford Focus Ambiente 1.5L | GCC Specifications,2017,97256,Left Hand,GCC Specs,"Dubai South, Dubai",Dubai
245,17,114900,Ford,Explorer,"FORD EXPLORER 4WD BASIC OPTION / AED 1,740 PM / 1 YEAR WARRANTY",2021,46652,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
246,20,339000,Ford,F-Series Pickup,Dealer Warranty and Service contract ends FEB 2027 Ford F-150 Raptor 35 SuperCrew 2021 GCC Zero KM,2021,0,Left Hand,GCC Specs,"Umm Al Sheif, Dubai",Dubai
247,12,282000,Ford,Expedition,PN222 EXPEDITION PLATINUM @ AL TAYER MOTORS PREOWNED COMPLEX AL QUOZE.,2022,1200,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
248,12,119000,Ford,Taurus,TAURUS TITANIUM @ AL TAYER MOTORS PRE OWNED COMPLEX AL QUOZE.,2023,25500,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
249,12,24000,Ford,Fusion,AED578/month | 2015 Ford Fusion Se 2.5L | GCC Specifications | Ref#183735,2015,184538,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
250,20,4200000,Ford,GT,Ford GT LIQUID CARBON 1 OF 25 + FULL CARBON BODY !!!,2022,30,Left Hand,European Specs,"Deira, Dubai",Dubai
251,14,25000,Ford,Fusion,"SPORTS Edition GCC **top of the line**. Ford Fusion in immaculate condition. Expat driven, Clean car",2014,139000,Left Hand,GCC Specs,"Dubai Hills Estate, Dubai",Dubai
252,9,13700,Ford,Figo,Ford Figo 2015 - AED 13700,2015,89000,Left Hand,Other,"Al Nuaimiya, Ajman",Ajman
253,13,40000,Ford,Mustang,V8 GCC 2013 For Mustang lovers,2013,182000,Left Hand,GCC Specs,Dubai,Dubai
254,9,32000,Ford,Explorer,2013 Ford Explorer in great shape,2013,134000,Left Hand,GCC Specs,"DAMAC Hills, Dubai",Dubai
255,20,28500,Ford,Ecosport,Ford Ecosport Titanium Grey 2015 Lady Driven In Excellent Condition,2015,119000,Left Hand,GCC Specs,"Mudon, Dubai",Dubai
256,20,250000,Ford,Bronco,"BRAND NEW | WILDTRAK GT | 2021 | GCC SPEC | APPLE CARPLAY, ANDROID AUTO",2021,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
257,14,40000,Ford,Explorer,Ford Explorer 2016 Gulf space full automatic V6 full services history,2016,205000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
258,20,62000,Ford,F-Series Pickup,F150 - Second Owner- 2014 - GCC - Excellent Condition,2014,156000,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
259,9,55000,Ford,Edge,"Ford Edge Sport - super clean, still under warranty serviced only at Al Tayer Motors",2014,160000,Left Hand,GCC Specs,Dubai,Dubai
260,1,94999,Ford,Mustang,"2,256 P.M (4 Years)â£ | Mustang Eco Boost | 0% Downpayment | Agency Service Contract",2016,42000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
261,20,157000,Ford,Ranger,FORD RANGER WILDTRACK 2.0L TURBO D/C A/T DSL MODEL 2023,2023,0,Left Hand,European Specs,"Ras Al Khor, Dubai",Dubai
262,12,84500,Ford,Mustang,Ford Mustang 2019/GT/Premium/Warranty,2019,97000,Left Hand,American Specs,"Al Barsha, Dubai",Dubai
263,16,155000,Ford,Ranger,Ford Ranger Wildtrak 2023 - Diesel 2.0L Turbo GCC,2023,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
264,20,47000,Ford,Edge,Ford Edge SEL 2016 GCC in perfect Condition,2016,117000,Left Hand,GCC Specs,"Al Zahiyah, Abu Dhabi",Abu Dhabi
265,15,281900,Ford,F-Series Pickup,AED4283/month | 2021 Ford F-150 SVT Raptor 3.5L | Warranty | GCC Specs | Ref#174338,2021,75188,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
266,13,48900,Ford,Edge,AED906/month | 2016 Ford Edge SEL 2.0L | Service | GCC Specifications | Ref#167509,2016,121001,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
267,14,25000,Ford,Focus,AED380/month | 2018 Ford Focus Ambiente 1.5L | GCC Specifications | Ref#168758,2018,155591,Left Hand,GCC Specs,"Dubailand, Dubai",Dubai
268,11,61900,Ford,Explorer,AED940/month | 2017 Ford Explorer XLT 3.5L | GCC Specifications | Ref#163035,2017,103547,Left Hand,GCC Specs,"Deira, Dubai",Dubai
269,7,105000,Ford,Mustang,Ford Mustang GT Premium v8 5.0L 2022,2022,45000,Left Hand,American Specs,"Al Khawaneej, Dubai",Dubai
270,17,48000,Ford,Mustang,2016 MUSTANG ECOBOOST 2.3 EXCELLENT CONDITION,2016,60125,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
271,16,69000,Ford,Mustang,MUSTANG GT/CS 5.0 GCC / RADAR /BLIND SPOT,2016,134000,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
272,11,44000,Ford,Edge,Ford EDGE - Zero Accident - Al Tayer fully serviced- Well Maintained Ford edge,2016,125000,Left Hand,GCC Specs,Dubai,Dubai
273,17,50000,Ford,Focus,AED760/month | 2018 Ford Focus ST 2.0L | GCC Specifications | Ref#183996,2018,107186,Left Hand,GCC Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
274,9,317000,Ford,F-Series Pickup,Ford F150 Raptor 2022,2022,37150,Left Hand,GCC Specs,Dubai,Dubai
275,4,75000,Ford,Expedition,Ford Expedition XL perfect inside out,2019,140000,Left Hand,American Specs,Dubai,Dubai
276,7,40000,Ford,Mustang,Low milage - GCC Specs - Mint condition Mustang,2014,139000,Left Hand,GCC Specs,"Motor City, Dubai",Dubai
277,15,59000,Ford,Transit,Ford Transit GCC 2021 V4.Cargo Diesel Manual Transmission,2021,140000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
278,12,32500,Ford,Ecosport,1 Year Warranty Ecosport 2019 GCC 1.5L(490x60) EMI No Downpayment And Low Downpayment 3000 salary,2019,86000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
279,13,35000,Ford,Fusion,AED532/month | 2017 Ford Fusion SE 2.5L | GCC Specifications | Ref#183868,2017,181763,Left Hand,GCC Specs,"DAMAC Hills, Dubai",Dubai
280,20,139000,Ford,Edge,EDGE ST 2022 GCC original paint top options agency service,2022,38000,Left Hand,GCC Specs,"Al Mizhar, Dubai",Dubai
281,17,36500,Ford,Ecosport,Ford Ecosport Trend White 2018 New Shape Lady Driven In Excellent Condition,2018,117000,Left Hand,GCC Specs,"Jumeirah Village Circle (JVC), Dubai",Dubai
282,13,42500,Ford,Focus,Ford Focus ST 2016 (FSH ALTAYER),2016,147000,Left Hand,GCC Specs,Dubai,Dubai
283,17,52000,Ford,Mustang,AED1150/monthly Ford Mustang Convertible | Under Warranty,2016,75000,Left Hand,American Specs,"Al Barsha, Dubai",Dubai
284,9,24000,Ford,Fiesta,Ford Fiesta Trend GCC Specs,2017,93700,Left Hand,GCC Specs,"Jumeirah Golf Estates, Dubai",Dubai
285,17,35000,Ford,Explorer,Ford Explorer GCC 4WD V6 3.5L XL free of accident Excellent condition.,2014,144000,Left Hand,GCC Specs,"Business Bay, Dubai",Dubai
286,12,59000,Ford,Edge,Ford Edge SEL Ecoboost - GCC specs,2016,68000,Left Hand,GCC Specs,"Jumeirah Golf Estates, Dubai",Dubai
287,19,38000,Ford,Expedition,Ford Expedition XLT | GCC | | Full Service History | V8,2014,149000,Left Hand,GCC Specs,"Khalifa City, Abu Dhabi",Abu Dhabi
288,13,35500,Ford,Explorer,FORD EXPLORER LIMITED EDITION JAPAN IMPORT,2011,101000,Left Hand,Japanese Specs,"Al Sajaa, Sharjah",Sharjah
289,13,71000,Ford,Mustang,2020 FORD MUSTANG ECOBOOST 2.3L V4/ 2024 DESIGN HEADLIGHTS/ 0 DOWN PAYMENT FINANCE,2020,82960,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
290,13,259500,Ford,F-Series Pickup,1923HW F150 LIMITED @ AL TAYER MOTORS PRE OWNED SHOWROOM COMPLEX AL QUOZE.,2023,945,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
291,18,225000,Ford,Bronco,AED3419/month| 2022 Ford Bronco Wildtrak 2.7L| Warranty Service| Full Ford Service| Ref#180471,2022,40143,Left Hand,GCC Specs,"Dubailand, Dubai",Dubai
